id,question,reference_answer,student_answer,label
PC.Q21.SBJB31.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the switch is connected between the bulb and the battery,2
PC.Q21.SBJB32.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When it creates a gap.,2
PC.Q21.SBJB34.L2.SA57,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"When a switch, a battery, and a bulb are in a closed circuit.",1
PC.Q21.SBJB35.L2.SA57,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When it is on the same pathway as the batter and the bulb.,0
PC.Q21.SBJB36.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when it creates an open path,2
PC.Q21.SBJB37.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When it is on the same path,0
PC.Q21.SBJB38.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the switch is located in front of a bulb on the same path.,1
PC.Q21.SBJB39.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the switch will affect the bulb if they are in the same pathway.,0
PC.Q21.SBJB40.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If it is interrupting the path of the bulb and the battery,2
PC.Q21.SBJB41.L2.SA57,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the switch is on and makes a gap between the bulb and the battery.,2
PC.Q21.SBJB42.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"when the switch is part of the bulb""s path",0
PC.Q21.SBJB5.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the switch and the bulb are in the same path,0
PC.Q21.SBJB6.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the bulb is on the same pathway as the switch,0
PC.Q21.SBJB7.L2.SA57,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If it is on the path with it and the battery,2
PC.Q3.SBJ10.L2.SA94,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulbs a and b are on a closed path with the battery,0
PC.Q3.SBJ11.L2.SA89,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb a and bulb b are still in a closed path with the battery.,0
PC.Q3.SBJ12.L2.SA95,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulbs B and A will still be on closed paths with the battery,0
PC.Q3.SBJ13.L2.SA100,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb c is not in the same path of bulbs a and b.,0
PC.Q3.SBJ14.L2.SA95,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulb A and bulb B are contained in closed paths.,0
PC.Q3.SBJ15.L2.SA111,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,the path will be closed,2
PC.Q3.SBJ18.L2.SA87,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb c in in a separate path.,0
PC.Q3.SBJ18.L2.SA88,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb c is in a separate path,0
PC.Q3.SBJ19.L2.SA112,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,they are not in the same path as bulb c,0
PC.Q3.SBJ19.L2.SA113,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,not in the same path,2
PC.Q3.SBJ22.L2.SA93,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,there is a closed path,2
PC.Q3.SBJ23.L2.SA93,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,"There is still a closed path that contains the battery, Bulb A, and Bulb B.",0
PC.Q3.SBJ24.L2.SA89,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulb C is in an indepedent path,0
PC.Q3.SBJ26.L2.SA97,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,the path will have a gap,1
PC.Q3.SBJ27.L2.SA95,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because bulbs a and b have their own closed paths,0
PC.Q3.SBJ28.L2.SA94,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,the bulbs are on separate paths,0
PC.Q3.SBJ29.L2.SA100,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulbs a and b are not in a closed path with bulb c,0
PC.Q3.SBJ3.L2.SA86,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb a and b will still be contained within a closed path of the battery,0
PC.Q3.SBJ30.L2.SA99,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulb A and B are on closed paths containing the battery,0
PC.Q3.SBJ31.L2.SA102,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because bulb a and b are in a closed path,0
PC.Q3.SBJ33.L2.SA97,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulbs A and B are in different paths that do not contain bulb C,0
PC.Q3.SBJ34.L2.SA100,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulb C will create a gap in the path,1
PC.Q3.SBJ35.L2.SA98,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb c will not create a gap for bulb a and b,2
PC.Q3.SBJ37.L2.SA89,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because bulb a is still in a closed path with the battery. bulb b is still in a closed path with the battery.,0
PC.Q3.SBJ38.L2.SA90,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb c is not on the same path as bulb a or bulb b,0
PC.Q3.SBJ39.L2.SA106,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb C is on a different path,0
PC.Q3.SBJ42.L2.SA93,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,there is still a closed path that contains the battery and bulb a and bulb b,0
PC.Q3.SBJ43.L2.SA92,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,if bulb c burns out a and b will both create circuts with the battery,1
PC.Q3.SBJ45.L2.SA89,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,paths are separate,2
PC.Q3.SBJ46.L2.SA104,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,the battery connects with bulb a and b,2
PC.Q3.SBJ47.L2.SA98,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,the bulbs are in separate paths,0
PC.Q3.SBJ48.L2.SA91,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulbs a and b are still contained in closed paths with the battery,0
PC.Q3.SBJ7.L2.SA89,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,"there is still a closed path that contains the battery, bulb a, and bulb b",0
PC.Q3.SBJ8.L2.SA95,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because bulb A and B are within the same path,1
PC.Q3.SBJ9.L2.SA89,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb a will be in a closed path. bulb b will be in a closed path.,0
PC.Q3.SBJB1.L2.SA81,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,The bulbs are all on different closed paths.,0
PC.Q3.SBJB10.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because a and b are in a closed circuit still,1
PC.Q3.SBJB11.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulbs A and B are not within the same path as bulb C.,0
PC.Q3.SBJB12.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb a and bulb b would still be in a closed path with the battery,0
PC.Q3.SBJB13.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,"There is still a closed path with bulb A, bulb B and the battery.",0
PC.Q3.SBJB15.L2.SA81,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because they are still connected to the battery,2
PC.Q3.SBJB16.L2.SA81,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,seperate paths,2
PC.Q3.SBJB17.L2.SA81,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulb A and B are still contained within  closed paths,0
PC.Q3.SBJB18.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,bulb c is in its own pathway,0
PC.Q3.SBJB19.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,because bulb c is not in the same path as bulb a or b,0
PC.Q3.SBJB2.L2.SA82,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,There is still a conection to the battery,2
PC.Q3.SBJB20.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,When one bulb goes out it creates a gap on the path.,1
PC.Q3.SBJB21.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,seperate circuits,1
PC.Q3.SBJB22.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,f,4
PC.Q3.SBJB24.L2.SA84,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,same as above,2
PC.Q3.SBJB25.L2.SA81,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulbs A and B are not in the same path as bulb C.,0
PC.Q3.SBJB26.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,Bulbs B and C will still be on their own completed circuts.,1
PC.Q3.SBJB27.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,they will still be contained in closed circuits with the battery,1
PC.Q3.SBJB28.L2.SA80,Explain your reasoning.,bulbs A and B are still in closed paths with the battery,there are other closed paths,2
